epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,410.354,0.34146,0.32302,0.84127,0.99966,1,0.995,0.73416,1.1146,0.44071,1.27799,0.000119,0.000119,0.000119
192,411.915,0.27303,0.24767,0.82391,0.99959,1,0.995,0.7349,1.11553,0.43111,1.28732,0.0001091,0.0001091,0.0001091
193,419.603,0.29171,0.26841,0.81515,0.99985,1,0.995,0.73653,1.09606,0.42717,1.29171,9.92e-05,9.92e-05,9.92e-05
194,421.111,0.31814,0.29804,0.80748,0.99463,0.94737,0.96659,0.72234,1.07946,0.44332,1.29502,8.93e-05,8.93e-05,8.93e-05
195,422.571,0.2814,0.26193,0.82009,0.99513,0.94737,0.96709,0.71459,1.05975,0.45192,1.29613,7.94e-05,7.94e-05,7.94e-05
196,424.049,0.30561,0.28124,0.77754,0.99531,0.94737,0.96565,0.71226,1.03747,0.45269,1.30081,6.95e-05,6.95e-05,6.95e-05
197,425.506,0.31163,0.27978,0.84188,0.99543,0.94737,0.96479,0.70249,1.03002,0.45154,1.31125,5.96e-05,5.96e-05,5.96e-05
198,427.003,0.30632,0.26813,0.82191,0.99497,0.94737,0.96259,0.69568,1.02053,0.45081,1.32564,4.97e-05,4.97e-05,4.97e-05
199,428.471,0.32652,0.30937,0.88075,0.93933,0.89474,0.92449,0.69178,1.01718,0.45521,1.32589,3.98e-05,3.98e-05,3.98e-05
200,429.944,0.2761,0.25368,0.82827,0.93907,0.89474,0.90924,0.68675,1.01578,0.45746,1.32462,2.99e-05,2.99e-05,2.99e-05
